191,BATA INDIA LTD.,10/06/2020,3,1390.3,B
192,BATA INDIA LTD.,10/06/2020,1,1390.3,B
193,INDUSIND BANK LTD.,10/06/2020,10,490,S
194,BALAJI TELEFILMS LTD.,10/06/2020,6,69.5,S
195,BALAJI TELEFILMS LTD.,10/06/2020,3,69.35,S
196,BALAJI TELEFILMS LTD.,10/06/2020,352,69.35,S
197,BALAJI TELEFILMS LTD.,10/06/2020,5,69.35,S
198,BALAJI TELEFILMS LTD.,10/06/2020,1,69.35,S
199,BALAJI TELEFILMS LTD.,10/06/2020,14,69.35,S
200,INOX LEISURE LTD.,10/06/2020,20,238,B
